Name,Original Price,Discounted Price,Discount Percent,Premium,quantity,Rating,Review Count,Delivery Time,Category,selling price
Lotus Herbals Safe Sun 3 In 1 Tinted Daily Sunscreen,375,165,56,No,50 g,4.5,311,10 mins,skin care,210
Lakme Sun Expert Tinted Sunscreen,369,149,59.62,No,50 g,,369,6 mins,skin care,220
Dot,445,58,86.97,No,50 g,4.8,754,6 mins,skin care,387
GUBB Face Acne Patch Pimple Healing Patch ,295,141,52.2,No,36 pcs,4.1,328,10 mins,skin care,154
Vlcc Insta Glow Diamond Bleach,169,60,64.5,No,60 g,4.4,878,6 mins,skin care,109
Joy Hello Sun Sunblock,480,169,64.79,No,120 ml,4.4,543,10 mins,skin care,311
Dot,445,58,86.97,No,50 g,4.9,952,6 mins,skin care,387
Foxtale Skin Radiance Face Mask for Detan,545,44,91.93,No,75 g,4.6,902,6 mins,skin care,501
Lakme Sun Expert Sunscreen Lotion,269,31,88.48,No,50 ml,4.1,269,6 mins,skin care,238
Fixderma Shadow Sunscreen SPF 30+ Gel Sunscreen ,280,66,76.43,No,40 g,4.7,170,10 mins,skin care,214
Quench Korean Acne Patches,299,75,74.92,No,24 pcs,4.7,705,6 mins,skin care,224
Neutrogena Ultra Sheer Dry Touch SPF 50+ Sunblock Sunscreen Lotion,299,29,,No,30 g,4.6,299,6 mins,skin care,270
Aqualogica Radiance+ Dewy Lightweight Sunscreen Gel ,449,170,62.14,No,50 g,4.7,449,6 mins,skin care,279
Aqualogica Glow+ Dewy Lightweigh Sunscreen Gel ,299,15,94.98,No,30 g,,506,6 mins,skin care,284
Neutrogena Ultra Sheer Dry Touch Sunblock SPF,780,133,82.95,No,80 g,4.3,687,6 mins,skin care,647
Dot,445,58,86.97,No,50 g,4.6,284,10 mins,skin care,387
Lakme Blush,200,98,51,No,50 g,4.7,122,6 mins,skin care,102
Cetaphil Oily Skin Cleanser,699,84,87.98,No,125 ml,4.7,699,6 mins,skin care,615
SPF 50 PA+++,499,95,80.96,No,50 g,4.6,499,6 mins,skin care,404
Everyuth Naturals Advanced Orange Peel,195,66,66.15,No,100 g,4.5,195,6 mins,skin care,129
Fixderma Shadow Lip Balm SPF 50+ With Cacao Seed Butter,235,31,86.81,No,15 g,4.5,372,10 mins,skin care,204
Conscious Chemist Body Guard Sunscreen Body Lotion SPF ,699,347,50.36,No,150 g,4.4,113,10 mins,skin care,352
The Derma Co C,299,36,87.96,No,125 ml,4.5,915,6 mins,skin care,263
The Derma Co C,649,104,83.98,No,80 g,3.9,761,6 mins,skin care,545
Fixderma Shadow Sunscreen SPF 50+ Gel Sunscreen,640,143,77.66,No,75 g,,131,10 mins,skin care,497
Cetaphil Gentle Skin Cleanser,769,85,88.95,No,250 ml,4.7,769,6 mins,skin care,684
The Derma Co C,499,55,88.98,No,50 g,,425,10 mins,skin care,444
Kerala Ayurveda Kumkumadi Oil ,520,129,75.19,No,10 ml,4.9,103,10 mins,skin care,391
Dot,595,95,84.03,No,80 g,4.8,734,6 mins,skin care,500
Dot,550,72,86.91,No,85 g,,240,10 mins,skin care,478
Enn Beauty Erazer Acne Patches,325,59,81.85,No,85 g,4.6,194,10 mins,skin care,266
Neutrogena Hydro Boost Water Gel Face Moisturizer,1190,119,90,No,50 g,4.7,252,6 mins,skin care,1071
Dr. Sheth'S Ceramide,499,60,87.98,No,50 g,4.2,282,10 mins,skin care,439
SPF 50 PA++++,649,97,85.05,No,50 g,,369,10 mins,skin care,552
Everyuth Naturals Anti Pollution Pink Clay,260,47,81.92,No,50 g,4.2,196,10 mins,skin care,213
Quench Brightening Korean Face Mist,399,58,85.46,No,100 ml,4.9,244,10 mins,skin care,341
Cetaphil Oily Skin Cleanser,1099,121,88.99,No,250 ml,4.6,322,6 mins,skin care,978
Quench Mama Cica Rejuvenating Face Mist,399,40,89.97,No,100 ml,4.6,163,10 mins,skin care,359
Cetaphil Gentle Skin Cleanser,1679,168,89.99,No,100 ml,4.4,686,6 mins,skin care,1511
VLCC 7X Ultra Whitening,420,85,79.76,No,100 g,4.1,490,6 mins,skin care,335
Quench Mon Cherry Brightening Pink Clay Mask,499,25,94.99,No,50 g,3.8,236,6 mins,skin care,474
Cetaphil Gentle Skin Cleanser,1159,116,89.99,No,500 ml,4.5,482,6 mins,skin care,1043
SUGAR Cosmetics Bling Leader Illuminating Sunscreen SPF 35 PA+++,599,66,88.98,No,50 g,4.7,50,10 mins,skin care,533
Pilgrim 24K Gold face mask,595,167,71.93,No,50 g,4.9,184,6 mins,skin care,428
O3+ Blueberry Moisturising Glow Dtan Creme Mask,1550,186,88,No,300 g,,60,10 mins,skin care,1364
Kama Ayurveda Rose Jasmine Face Cleanser,745,75,,No,50 ml,4.4,103,10 mins,skin care,670
Biotique Sun Shield Sandalwood 50+Spf Sunscreen Lotion,630,112,82.22,No,190 ml,4.7,109,6 mins,skin care,518
Deconstruct Oil,1650,722,56.24,No,190 ml,4.7,633,6 mins,skin care,928
Deconstruct Oil,698,68,90.26,No,10 ml,4.4,758,6 mins,skin care,630
Deconstruct Oil,349,28,91.98,No,50 g,4.7,559,6 mins,skin care,321
Quench Botanics Mesmerice Gentle Exfoliation Cream Face Wash,449,67,85.08,No,100 ml,4.6,167,10 mins,skin care,382
Aqualogica Glow+ Oil Free Moisturizer ,399,76,80.95,No,100 g,3.2,271,10 mins,skin care,323
Patch Up Mix Up,1299,274,78.91,No,24 pcs,4.5,910,10 mins,skin care,1025
